trialResp.keys,trialResp.corr,trialResp.rt,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,square,loc1,loc2,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials2.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,1,,,,,,,1,-0.2,0.2,,Emma,001,2022-03-01_16h24.01.271,nBackAlpha3,2020.1.3,MacIntel,60,,,,,,0,48,48,48,1
,1,,,,,,,5,0,0,,Emma,001,2022-03-01_16h24.01.271,nBackAlpha3,2020.1.3,MacIntel,60,,,,,,0,49,49,49,1
space,1,1.465,,,,,,3,0.2,0.2,space,Emma,001,2022-03-01_16h24.01.271,nBackAlpha3,2020.1.3,MacIntel,60,,,,,,0,50,50,50,1
,1,,,,,,,4,-0.2,0,,Emma,001,2022-03-01_16h24.01.271,nBackAlpha3,2020.1.3,MacIntel,60,,,,,,0,51,51,51,1
,1,,,,,,,7,-0.2,-0.2,,Emma,001,2022-03-01_16h24.01.271,nBackAlpha3,2020.1.3,MacIntel,60,,,,,,0,52,52,52,1
,1,,,,,,,4,-0.2,0,,Emma,001,2022-03-01_16h24.01.271,nBackAlpha3,2020.1.3,MacIntel,60,,,,,,0,53,53,53,1
,0,,,,,,,4,-0.2,0,space,Emma,001,2022-03-01_16h24.01.271,nBackAlpha3,2020.1.3,MacIntel,60,,,,,,0,54,54,54,1
space,0,0.422,,,,,,5,0,0,,Emma,001,2022-03-01_16h24.01.271,nBackAlpha3,2020.1.3,MacIntel,60,,,,,,0,55,55,55,1
,1,,,,,,,6,0.2,0,,Emma,001,2022-03-01_16h24.01.271,nBackAlpha3,2020.1.3,MacIntel,60,,,,,,0,56,56,56,1
,1,,,,,,,2,0,0.2,,Emma,001,2022-03-01_16h24.01.271,nBackAlpha3,2020.1.3,MacIntel,60,,,,,,0,57,57,57,1
,1,,,,,,,7,-0.2,-0.2,,Emma,001,2022-03-01_16h24.01.271,nBackAlpha3,2020.1.3,MacIntel,60,,,,,,0,58,58,58,1
space,1,0.717,,,,,,6,0.2,0,space,Emma,001,2022-03-01_16h24.01.271,nBackAlpha3,2020.1.3,MacIntel,60,,,,,,0,59,59,59,1
